Team 1,Team 2,Winner,Margin,Ground,Match Date,Scorecard,Format
Bangladesh,Zimbabwe,Bangladesh,58 runs,Mirpur,"Nov 9, 2015",ODI # 3705,ODI 
Bangladesh,Zimbabwe,Bangladesh,145 runs,Mirpur,"Nov 7, 2015",ODI # 3703,ODI 
Bangladesh,Zimbabwe,Bangladesh,5 wickets,Mirpur,"Dec 1, 2014",ODI # 3559,ODI 
Bangladesh,Zimbabwe,Bangladesh,21 runs,Mirpur,"Nov 28, 2014",ODI # 3555,ODI 
Bangladesh,Zimbabwe,Bangladesh,124 runs,Mirpur,"Nov 26, 2014",ODI # 3553,ODI 
Bangladesh,Zimbabwe,Bangladesh,68 runs,Chattogram,"Nov 23, 2014",ODI # 3552,ODI 
Bangladesh,Zimbabwe,Bangladesh,87 runs,Chattogram,"Nov 21, 2014",ODI # 3550,ODI 
Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Bulawayo,"May 8, 2013",ODI # 3355,ODI 
Zimbabwe,Bangladesh,Zimbabwe,6 wickets,Bulawayo,"May 5, 2013",ODI # 3354,ODI 
Zimbabwe,Bangladesh,Bangladesh,121 runs,Bulawayo,"May 3, 2013",ODI # 3353,ODI 
Zimbabwe,Bangladesh,Bangladesh,93 runs,Bulawayo,"Aug 21, 2011",ODI # 3183,ODI 
Zimbabwe,Bangladesh,Bangladesh,6 wickets,Bulawayo,"Aug 19, 2011",ODI # 3181,ODI 
Zimbabwe,Bangladesh,Zimbabwe,5 runs,Harare,"Aug 16, 2011",ODI # 3179,ODI 
Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare,"Aug 14, 2011",ODI # 3177,ODI 
Zimbabwe,Bangladesh,Zimbabwe,4 wickets,Harare,"Aug 12, 2011",ODI # 3176,ODI 
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram,"Dec 12, 2010",ODI # 3078,ODI 
Bangladesh,Zimbabwe,Bangladesh,65 runs,Mirpur,"Dec 6, 2010",ODI # 3075,ODI 
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Mirpur,"Dec 3, 2010",ODI # 3073,ODI 
Bangladesh,Zimbabwe,Zimbabwe,9 runs,Mirpur,"Dec 1, 2010",ODI # 3071,ODI 
Bangladesh,Zimbabwe,Bangladesh,1 wicket,Chattogram,"Nov 5, 2009",ODI # 2922,ODI 
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram,"Nov 3, 2009",ODI # 2920,ODI 
Bangladesh,Zimbabwe,Bangladesh,4 wickets,Mirpur,"Oct 31, 2009",ODI # 2917,ODI 
Bangladesh,Zimbabwe,Bangladesh,7 wickets,Mirpur,"Oct 29, 2009",ODI # 2916,ODI 
Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Mirpur,"Oct 27, 2009",ODI # 2914,ODI 
Zimbabwe,Bangladesh,Bangladesh,5 wickets,Bulawayo,"Aug 18, 2009",ODI # 2874,ODI 
Zimbabwe,Bangladesh,Bangladesh,4 wickets,Bulawayo,"Aug 16, 2009",ODI # 2873,ODI 
Zimbabwe,Bangladesh,Zimbabwe,69 runs,Bulawayo,"Aug 14, 2009",ODI # 2872,ODI 
Zimbabwe,Bangladesh,Bangladesh,49 runs,Bulawayo,"Aug 11, 2009",ODI # 2871,ODI 
Zimbabwe,Bangladesh,Bangladesh,8 wickets,Bulawayo,"Aug 9, 2009",ODI # 2869,ODI 
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Mirpur,"Jan 23, 2009",ODI # 2801,ODI 
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Mirpur,"Jan 21, 2009",ODI # 2799,ODI 
Bangladesh,Zimbabwe,Zimbabwe,2 wickets,Mirpur,"Jan 19, 2009",ODI # 2797,ODI 
Bangladesh,Zimbabwe,Zimbabwe,38 runs,Mirpur,"Jan 10, 2009",ODI # 2790,ODI 
Zimbabwe,Bangladesh,Bangladesh,1 wicket,Harare,"Feb 10, 2007",ODI # 2518,ODI 
Zimbabwe,Bangladesh,Bangladesh,14 runs,Harare,"Feb 9, 2007",ODI # 2516,ODI 
Zimbabwe,Bangladesh,Zimbabwe,8 wickets,Harare,"Feb 6, 2007",ODI # 2511,ODI 
Zimbabwe,Bangladesh,Bangladesh,45 runs,Harare,"Feb 4, 2007",ODI # 2505,ODI 
Bangladesh,Zimbabwe,Bangladesh,3 wickets,Mirpur,"Dec 9, 2006",ODI # 2462,ODI 
Bangladesh,Zimbabwe,Bangladesh,8 wickets,Mirpur,"Dec 8, 2006",ODI # 2461,ODI 
Bangladesh,Zimbabwe,Bangladesh,26 runs,Bogra,"Dec 5, 2006",ODI # 2459,ODI 
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Bogra,"Dec 3, 2006",ODI # 2457,ODI 
Bangladesh,Zimbabwe,Bangladesh,9 wickets,Khulna,"Nov 30, 2006",ODI # 2453,ODI 
Bangladesh,Zimbabwe,Bangladesh,101 runs,Jaipur,"Oct 13, 2006",ODI # 2427,ODI 
Zimbabwe,Bangladesh,Bangladesh,8 wickets,Harare,"Aug 6, 2006",ODI # 2398,ODI 
Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare,"Aug 4, 2006",ODI # 2395,ODI 
Zimbabwe,Bangladesh,Zimbabwe,2 wickets,Harare,"Aug 2, 2006",ODI # 2394,ODI 
Zimbabwe,Bangladesh,Bangladesh,62 runs,Harare,"Jul 30, 2006",ODI # 2393,ODI 
Zimbabwe,Bangladesh,Zimbabwe,2 wickets,Harare,"Jul 29, 2006",ODI # 2392,ODI 
Bangladesh,Zimbabwe,Bangladesh,8 wickets,Dhaka,"Jan 31, 2005",ODI # 2217,ODI 
Bangladesh,Zimbabwe,Bangladesh,58 runs,Dhaka,"Jan 29, 2005",ODI # 2214,ODI 
Bangladesh,Zimbabwe,Bangladesh,40 runs,Chattogram,"Jan 26, 2005",ODI # 2211,ODI 
Bangladesh,Zimbabwe,Zimbabwe,31 runs,Chattogram,"Jan 24, 2005",ODI # 2210,ODI 
Bangladesh,Zimbabwe,Zimbabwe,22 runs,Dhaka,"Jan 20, 2005",ODI # 2207,ODI 
Zimbabwe,Bangladesh,Zimbabwe,3 wickets,Harare,"Mar 14, 2004",ODI # 2113,ODI 
Zimbabwe,Bangladesh,Zimbabwe,14 runs,Harare,"Mar 12, 2004",ODI # 2111,ODI 
Zimbabwe,Bangladesh,Bangladesh,8 runs,Harare,"Mar 10, 2004",ODI # 2110,ODI 
Bangladesh,Zimbabwe,Zimbabwe,7 wickets,Dhaka,"Nov 26, 2001",ODI # 1775,ODI 
Bangladesh,Zimbabwe,Zimbabwe,42 runs,Dhaka,"Nov 25, 2001",ODI # 1774,ODI 
Bangladesh,Zimbabwe,Zimbabwe,5 wickets,Chattogram,"Nov 23, 2001",ODI # 1773,ODI 
Zimbabwe,Bangladesh,Zimbabwe,36 runs,Bulawayo,"Apr 11, 2001",ODI # 1706,ODI 
Zimbabwe,Bangladesh,Zimbabwe,127 runs,Harare,"Apr 8, 2001",ODI # 1703,ODI 
Zimbabwe,Bangladesh,Zimbabwe,7 wickets,Harare,"Apr 7, 2001",ODI # 1702,ODI 
Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Dhaka,"Mar 25, 1999",ODI # 1420,ODI 
Bangladesh,Zimbabwe,Zimbabwe,126 runs,Dhaka,"Mar 21, 1999",ODI # 1414,ODI 
Bangladesh,Zimbabwe,Zimbabwe,192 runs,Nairobi (Aga),"Oct 14, 1997",ODI # 1242,ODI 
Bangladesh,Zimbabwe,Zimbabwe,48 runs,Nairobi (Gym),"Oct 11, 1997",ODI # 1240,ODI 
Bangladesh,Zimbabwe,Zimbabwe,8 wickets,Mirpur,"May 12, 2024",T20I # 2607,T20I 
Bangladesh,Zimbabwe,Bangladesh,5 runs,Mirpur,"May 10, 2024",T20I # 2599,T20I 
Bangladesh,Zimbabwe,Bangladesh,9 runs,Chattogram,"May 7, 2024",T20I # 2592,T20I 
Bangladesh,Zimbabwe,Bangladesh,6 wickets,Chattogram,"May 5, 2024",T20I # 2589,T20I 
Bangladesh,Zimbabwe,Bangladesh,8 wickets,Chattogram,"May 3, 2024",T20I # 2586,T20I 
Bangladesh,Zimbabwe,Bangladesh,3 runs,Brisbane,"Oct 30, 2022",T20I # 1851,T20I 
Zimbabwe,Bangladesh,Zimbabwe,10 runs,Harare,"Aug 2, 2022",T20I # 1719,T20I 
Zimbabwe,Bangladesh,Bangladesh,7 wickets,Harare,"Jul 31, 2022",T20I # 1713,T20I 
Zimbabwe,Bangladesh,Zimbabwe,17 runs,Harare,"Jul 30, 2022",T20I # 1706,T20I 
Zimbabwe,Bangladesh,Bangladesh,5 wickets,Harare,"Jul 25, 2021",T20I # 1203,T20I 
Zimbabwe,Bangladesh,Zimbabwe,23 runs,Harare,"Jul 23, 2021",T20I # 1198,T20I 
Zimbabwe,Bangladesh,Bangladesh,8 wickets,Harare,"Jul 22, 2021",T20I # 1196,T20I 
Bangladesh,Zimbabwe,Bangladesh,9 wickets,Mirpur,"Mar 11, 2020",T20I # 1084,T20I 
Bangladesh,Zimbabwe,Bangladesh,48 runs,Mirpur,"Mar 9, 2020",T20I # 1082,T20I 
Bangladesh,Zimbabwe,Bangladesh,39 runs,Chattogram,"Sep 18, 2019",T20I # 886,T20I 
Bangladesh,Zimbabwe,Bangladesh,3 wickets,Mirpur,"Sep 13, 2019",T20I # 881,T20I 
Bangladesh,Zimbabwe,Zimbabwe,18 runs,Khulna,"Jan 22, 2016",T20I # 484,T20I 
Bangladesh,Zimbabwe,Zimbabwe,31 runs,Khulna,"Jan 20, 2016",T20I # 482,T20I 
Bangladesh,Zimbabwe,Bangladesh,42 runs,Khulna,"Jan 17, 2016",T20I # 481,T20I 
Bangladesh,Zimbabwe,Bangladesh,4 wickets,Khulna,"Jan 15, 2016",T20I # 479,T20I 
Bangladesh,Zimbabwe,Zimbabwe,3 wickets,Mirpur,"Nov 15, 2015",T20I # 463,T20I 
Bangladesh,Zimbabwe,Bangladesh,4 wickets,Mirpur,"Nov 13, 2015",T20I # 462,T20I 
Zimbabwe,Bangladesh,Bangladesh,34 runs,Bulawayo,"May 12, 2013",T20I # 316,T20I 
Zimbabwe,Bangladesh,Zimbabwe,6 runs,Bulawayo,"May 11, 2013",T20I # 315,T20I 
Bangladesh,Zimbabwe,Bangladesh,43 runs,Khulna,"Nov 28, 2006",T20I # 9,T20I 
England,Ireland,England,10 wickets,Lord's,"Jun 1-3, 2023",Test # 2504,Test 
England,Ireland,England,143 runs,Lord's,"Jul 24-26, 2019",Test # 2352,Test 
England,Ireland,no result,,Bristol,"Sep 26, 2023",ODI # 4656,ODI 
England,Ireland,England,48 runs,Nottingham,"Sep 23, 2023",ODI # 4653,ODI 
England,Ireland,Ireland,7 wickets,Southampton,"Aug 4, 2020",ODI # 4258,ODI 
England,Ireland,England,4 wickets,Southampton,"Aug 1, 2020",ODI # 4257,ODI 
England,Ireland,England,6 wickets,Southampton,"Jul 30, 2020",ODI # 4256,ODI 
Ireland,England,England,4 wickets,Dublin (Malahide),"May 3, 2019",ODI # 4127,ODI 
England,Ireland,England,85 runs,Lord's,"May 7, 2017",ODI # 3865,ODI 
England,Ireland,England,7 wickets,Bristol,"May 5, 2017",ODI # 3864,ODI 
Ireland,England,no result,,Dublin (Malahide),"May 8, 2015",ODI # 3650,ODI 
Ireland,England,England,6 wickets,Dublin (Malahide),"Sep 3, 2013",ODI # 3409,ODI 
Ireland,England,England,11 runs,Dublin,"Aug 25, 2011",ODI # 3185,ODI 
England,Ireland,Ireland,3 wickets,Bengaluru,"Mar 2, 2011",ODI # 3114,ODI 
Ireland,England,England,3 runs,Belfast,"Aug 27, 2009",ODI # 2878,ODI 
England,Ireland,England,48 runs,Providence,"Mar 30, 2007",ODI # 2558,ODI 
Ireland,England,England,38 runs,Belfast,"Jun 13, 2006",ODI # 2383,ODI 
England,Ireland,Ireland,5 runs,Melbourne,"Oct 26, 2022",T20I # 1846,T20I 
England,Ireland,no result,,Providence,"May 4, 2010",T20I # 160,T20I 
New Zealand,England,New Zealand,423 runs,Hamilton,"Dec 14-17, 2024",Test # 2569,Test 
New Zealand,England,England,323 runs,Wellington,"Dec 6-8, 2024",Test # 2567,Test 
New Zealand,England,England,8 wickets,Christchurch,"Nov 28-Dec 1, 2024",Test # 2564,Test 
New Zealand,England,New Zealand,1 run,Wellington,"Feb 24-28, 2023",Test # 2494,Test 
New Zealand,England,England,267 runs,Mount Maunganui,"Feb 16-19, 2023",Test # 2492,Test 
England,New Zealand,England,7 wickets,Leeds,"Jun 23-27, 2022",Test # 2467,Test 
England,New Zealand,England,5 wickets,Nottingham,"Jun 10-14, 2022",Test # 2465,Test 
England,New Zealand,England,5 wickets,Lord's,"Jun 2-5, 2022",Test # 2464,Test 
England,New Zealand,New Zealand,8 wickets,Birmingham,"Jun 10-13, 2021",Test # 2423,Test 
England,New Zealand,drawn,,Lord's,"Jun 2-6, 2021",Test # 2422,Test 
New Zealand,England,drawn,,Hamilton,"Nov 29-Dec 3, 2019",Test # 2371,Test 
New Zealand,England,New Zealand,inns & 65 runs,Mount Maunganui,"Nov 21-25, 2019",Test # 2367,Test 
New Zealand,England,drawn,,Christchurch,"Mar 30-Apr 3, 2018",Test # 2301,Test 
New Zealand,England,New Zealand,inns & 49 runs,Auckland,"Mar 22-26, 2018",Test # 2299,Test 
England,New Zealand,New Zealand,199 runs,Leeds,"May 29-Jun 2, 2015",Test # 2163,Test 
England,New Zealand,England,124 runs,Lord's,"May 21-25, 2015",Test # 2162,Test 
England,New Zealand,England,247 runs,Leeds,"May 24-28, 2013",Test # 2089,Test 
England,New Zealand,England,170 runs,Lord's,"May 16-19, 2013",Test # 2088,Test 
New Zealand,England,drawn,,Auckland,"Mar 22-26, 2013",Test # 2084,Test 
New Zealand,England,drawn,,Wellington,"Mar 14-18, 2013",Test # 2080,Test 
New Zealand,England,drawn,,Dunedin,"Mar 6-10, 2013",Test # 2077,Test 
England,New Zealand,England,inns & 9 runs,Nottingham,"Jun 5-8, 2008",Test # 1878,Test 
England,New Zealand,England,6 wickets,Manchester,"May 23-26, 2008",Test # 1876,Test 
England,New Zealand,drawn,,Lord's,"May 15-19, 2008",Test # 1874,Test 
New Zealand,England,England,121 runs,Napier,"Mar 22-26, 2008",Test # 1868,Test 
New Zealand,England,England,126 runs,Wellington,"Mar 13-17, 2008",Test # 1867,Test 
New Zealand,England,New Zealand,189 runs,Hamilton,"Mar 5-9, 2008",Test # 1866,Test 
England,New Zealand,England,4 wickets,Nottingham,"Jun 10-13, 2004",Test # 1704,Test 
England,New Zealand,England,9 wickets,Leeds,"Jun 3-7, 2004",Test # 1702,Test 
England,New Zealand,England,7 wickets,Lord's,"May 20-24, 2004",Test # 1700,Test 
New Zealand,England,New Zealand,78 runs,Auckland,"Mar 30-Apr 3, 2002",Test # 1597,Test 
New Zealand,England,drawn,,Wellington,"Mar 21-25, 2002",Test # 1596,Test 
New Zealand,England,England,98 runs,Christchurch,"Mar 13-16, 2002",Test # 1594,Test 
England,New Zealand,New Zealand,83 runs,The Oval,"Aug 19-22, 1999",Test # 1458,Test 
England,New Zealand,drawn,,Manchester,"Aug 5-9, 1999",Test # 1457,Test 
England,New Zealand,New Zealand,9 wickets,Lord's,"Jul 22-25, 1999",Test # 1456,Test 
England,New Zealand,England,7 wickets,Birmingham,"Jul 1-3, 1999",Test # 1455,Test 
New Zealand,England,England,4 wickets,Christchurch,"Feb 14-18, 1997",Test # 1355,Test 
New Zealand,England,England,inns & 68 runs,Wellington,"Feb 6-10, 1997",Test # 1354,Test 
New Zealand,England,drawn,,Auckland,"Jan 24-28, 1997",Test # 1351,Test 
England,New Zealand,drawn,,Manchester,"Jun 30-Jul 5, 1994",Test # 1262,Test 
England,New Zealand,drawn,,Lord's,"Jun 16-20, 1994",Test # 1261,Test 
England,New Zealand,England,inns & 90 runs,Nottingham,"Jun 2-6, 1994",Test # 1260,Test 
New Zealand,England,drawn,,Wellington,"Feb 6-10, 1992",Test # 1187,Test 
New Zealand,England,England,168 runs,Auckland,"Jan 30-Feb 3, 1992",Test # 1185,Test 
New Zealand,England,England,inns & 4 runs,Christchurch,"Jan 18-22, 1992",Test # 1183,Test 
England,New Zealand,England,114 runs,Birmingham,"Jul 5-10, 1990",Test # 1147,Test 
England,New Zealand,drawn,,Lord's,"Jun 21-26, 1990",Test # 1146,Test 
England,New Zealand,drawn,,Nottingham,"Jun 7-12, 1990",Test # 1145,Test 
New Zealand,England,drawn,,Wellington,"Mar 3-7, 1988",Test # 1094,Test 
New Zealand,England,drawn,,Auckland,"Feb 25-29, 1988",Test # 1093,Test 
New Zealand,England,drawn,,Christchurch,"Feb 12-17, 1988",Test # 1091,Test 
England,New Zealand,drawn,,The Oval,"Aug 21-26, 1986",Test # 1051,Test 
England,New Zealand,New Zealand,8 wickets,Nottingham,"Aug 7-12, 1986",Test # 1050,Test 
England,New Zealand,drawn,,Lord's,"Jul 24-29, 1986",Test # 1049,Test 
New Zealand,England,drawn,,Auckland,"Feb 10-15, 1984",Test # 977,Test 
New Zealand,England,New Zealand,inns & 132 runs,Christchurch,"Feb 3-5, 1984",Test # 976,Test 
New Zealand,England,drawn,,Wellington,"Jan 20-24, 1984",Test # 975,Test 
England,New Zealand,England,165 runs,Nottingham,"Aug 25-29, 1983",Test # 960,Test 
England,New Zealand,England,127 runs,Lord's,"Aug 11-15, 1983",Test # 959,Test 
England,New Zealand,New Zealand,5 wickets,Leeds,"Jul 28-Aug 1, 1983",Test # 958,Test 
England,New Zealand,England,189 runs,The Oval,"Jul 14-18, 1983",Test # 957,Test 
England,New Zealand,England,7 wickets,Lord's,"Aug 24-28, 1978",Test # 830,Test 
England,New Zealand,England,inns & 119 runs,Nottingham,"Aug 10-14, 1978",Test # 829,Test 
England,New Zealand,England,7 wickets,The Oval,"Jul 27-Aug 1, 1978",Test # 828,Test 
New Zealand,England,drawn,,Auckland,"Mar 4-10, 1978",Test # 820,Test 
New Zealand,England,England,174 runs,Christchurch,"Feb 24-Mar 1, 1978",Test # 818,Test 
New Zealand,England,New Zealand,72 runs,Wellington,"Feb 10-15, 1978",Test # 817,Test 
New Zealand,England,drawn,,Christchurch,"Feb 28-Mar 5, 1975",Test # 758,Test 
New Zealand,England,England,inns & 83 runs,Auckland,"Feb 20-25, 1975",Test # 757,Test 
England,New Zealand,England,inns & 1 run,Leeds,"Jul 5-10, 1973",Test # 724,Test 
England,New Zealand,drawn,,Lord's,"Jun 21-26, 1973",Test # 723,Test 
England,New Zealand,England,38 runs,Nottingham,"Jun 7-12, 1973",Test # 722,Test 
New Zealand,England,drawn,,Auckland,"Mar 5-8, 1971",Test # 682,Test 
New Zealand,England,England,8 wickets,Christchurch,"Feb 25-Mar 1, 1971",Test # 681,Test 
England,New Zealand,England,8 wickets,The Oval,"Aug 21-26, 1969",Test # 658,Test 
England,New Zealand,drawn,,Nottingham,"Aug 7-12, 1969",Test # 657,Test 
England,New Zealand,England,230 runs,Lord's,"Jul 24-28, 1969",Test # 656,Test 
New Zealand,England,drawn,,Auckland,"Mar 11-15, 1966",Test # 604,Test 
New Zealand,England,drawn,,Dunedin,"Mar 4-8, 1966",Test # 603,Test 
New Zealand,England,drawn,,Christchurch,"Feb 25-Mar 1, 1966",Test # 602,Test 
England,New Zealand,England,inns & 187 runs,Leeds,"Jul 8-13, 1965",Test # 593,Test 
England,New Zealand,England,7 wickets,Lord's,"Jun 17-22, 1965",Test # 592,Test 
England,New Zealand,England,9 wickets,Birmingham,"May 27-Jun 1, 1965",Test # 591,Test 
New Zealand,England,England,7 wickets,Christchurch,"Mar 15-19, 1963",Test # 542,Test 
New Zealand,England,England,inns & 47 runs,Wellington,"Mar 1-4, 1963",Test # 541,Test 
New Zealand,England,England,inns & 215 runs,Auckland,"Feb 23-27, 1963",Test # 540,Test 
New Zealand,England,drawn,,Auckland,"Mar 14-18, 1959",Test # 472,Test 
New Zealand,England,England,inns & 99 runs,Christchurch,"Feb 27-Mar 2, 1959",Test # 470,Test 
England,New Zealand,drawn,,The Oval,"Aug 21-26, 1958",Test # 458,Test 
England,New Zealand,England,inns & 13 runs,Manchester,"Jul 24-29, 1958",Test # 457,Test 
England,New Zealand,England,inns & 71 runs,Leeds,"Jul 3-8, 1958",Test # 456,Test 
England,New Zealand,England,inns & 148 runs,Lord's,"Jun 19-21, 1958",Test # 455,Test 
England,New Zealand,England,205 runs,Birmingham,"Jun 5-9, 1958",Test # 454,Test 
New Zealand,England,England,inns & 20 runs,Auckland,"Mar 25-28, 1955",Test # 402,Test 
New Zealand,England,England,8 wickets,Dunedin,"Mar 11-16, 1955",Test # 401,Test 
New Zealand,England,England,6 wickets,Wellington,"Mar 24-28, 1951",Test # 333,Test 
New Zealand,England,drawn,,Christchurch,"Mar 17-21, 1951",Test # 332,Test 
England,New Zealand,drawn,,The Oval,"Aug 13-16, 1949",Test # 317,Test 
England,New Zealand,drawn,,Manchester,"Jul 23-26, 1949",Test # 316,Test 
England,New Zealand,drawn,,Lord's,"Jun 25-28, 1949",Test # 315,Test 
England,New Zealand,drawn,,Leeds,"Jun 11-14, 1949",Test # 314,Test 
New Zealand,England,drawn,,Christchurch,"Mar 21-25, 1947",Test # 284,Test 
England,New Zealand,drawn,,The Oval,"Aug 14-17, 1937",Test # 262,Test 
England,New Zealand,England,130 runs,Manchester,"Jul 24-27, 1937",Test # 261,Test 
England,New Zealand,drawn,,Lord's,"Jun 26-29, 1937",Test # 260,Test 
New Zealand,England,drawn,,Auckland,"Mar 31-Apr 3, 1933",Test # 226,Test 
New Zealand,England,drawn,,Christchurch,"Mar 24-27, 1933",Test # 225,Test 
England,New Zealand,drawn,,Manchester,"Aug 15-18, 1931",Test # 211,Test 
England,New Zealand,England,inns & 26 runs,The Oval,"Jul 29-31, 1931",Test # 210,Test 
England,New Zealand,drawn,,Lord's,"Jun 27-30, 1931",Test # 209,Test 
New Zealand,England,drawn,,Auckland,"Feb 21-24, 1930",Test # 191,Test 
New Zealand,England,drawn,,Auckland,"Feb 14-17, 1930",Test # 190,Test 
New Zealand,England,drawn,,Wellington,"Jan 24-27, 1930",Test # 188,Test 
New Zealand,England,England,8 wickets,Christchurch,"Jan 10-13, 1930",Test # 186,Test 
England,New Zealand,New Zealand,9 wickets,Ahmedabad,"Oct 5, 2023",ODI # 4658,ODI 
England,New Zealand,England,100 runs,Lord's,"Sep 15, 2023",ODI # 4647,ODI 
England,New Zealand,England,181 runs,The Oval,"Sep 13, 2023",ODI # 4643,ODI 
England,New Zealand,England,79 runs,Southampton,"Sep 10, 2023",ODI # 4640,ODI 
England,New Zealand,New Zealand,8 wickets,Cardiff,"Sep 8, 2023",ODI # 4636,ODI 
England,New Zealand,tied,,Lord's,"Jul 14, 2019",ODI # 4192,ODI 
England,New Zealand,England,119 runs,Chester-le-Street,"Jul 3, 2019",ODI # 4183,ODI 
New Zealand,England,England,7 wickets,Christchurch,"Mar 10, 2018",ODI # 3992,ODI 
New Zealand,England,New Zealand,5 wickets,Dunedin,"Mar 7, 2018",ODI # 3989,ODI 
New Zealand,England,England,4 runs,Wellington,"Mar 3, 2018",ODI # 3982,ODI 
New Zealand,England,England,6 wickets,Mount Maunganui,"Feb 28, 2018",ODI # 3981,ODI 
New Zealand,England,New Zealand,3 wickets,Hamilton,"Feb 25, 2018",ODI # 3980,ODI 
England,New Zealand,England,87 runs,Cardiff,"Jun 6, 2017",ODI # 3880,ODI 
England,New Zealand,England,3 wickets,Chester-le-Street,"Jun 20, 2015",ODI # 3659,ODI 
England,New Zealand,England,7 wickets,Nottingham,"Jun 17, 2015",ODI # 3657,ODI 
England,New Zealand,New Zealand,3 wickets,Southampton,"Jun 14, 2015",ODI # 3656,ODI 
England,New Zealand,New Zealand,13 runs,The Oval,"Jun 12, 2015",ODI # 3655,ODI 
England,New Zealand,England,210 runs,Birmingham,"Jun 9, 2015",ODI # 3654,ODI 
New Zealand,England,New Zealand,8 wickets,Wellington,"Feb 20, 2015",ODI # 3607,ODI 
England,New Zealand,England,10 runs,Cardiff,"Jun 16, 2013",ODI # 3373,ODI 
England,New Zealand,England,34 runs,Nottingham,"Jun 5, 2013",ODI # 3362,ODI 
England,New Zealand,New Zealand,86 runs,Southampton,"Jun 2, 2013",ODI # 3361,ODI 
England,New Zealand,New Zealand,5 wickets,Lord's,"May 31, 2013",ODI # 3360,ODI 
New Zealand,England,England,5 wickets,Auckland,"Feb 23, 2013",ODI # 3338,ODI 
New Zealand,England,England,8 wickets,Napier,"Feb 20, 2013",ODI # 3336,ODI 
New Zealand,England,New Zealand,3 wickets,Hamilton,"Feb 17, 2013",ODI # 3335,ODI 
England,New Zealand,New Zealand,4 wickets,Johannesburg,"Sep 29, 2009",ODI # 2902,ODI 
England,New Zealand,New Zealand,51 runs,Lord's,"Jun 28, 2008",ODI # 2720,ODI 
England,New Zealand,New Zealand,1 wicket,The Oval,"Jun 25, 2008",ODI # 2714,ODI 
England,New Zealand,New Zealand,22 runs,Bristol,"Jun 21, 2008",ODI # 2710,ODI 
England,New Zealand,no result,,Birmingham,"Jun 18, 2008",ODI # 2709,ODI 
England,New Zealand,England,114 runs,Chester-le-Street,"Jun 15, 2008",ODI # 2708,ODI 
New Zealand,England,New Zealand,34 runs,Christchurch,"Feb 23, 2008",ODI # 2684,ODI 
New Zealand,England,tied,,Napier,"Feb 20, 2008",ODI # 2682,ODI 
New Zealand,England,England,6 wickets,Auckland,"Feb 15, 2008",ODI # 2678,ODI 
New Zealand,England,New Zealand,10 wickets,Hamilton,"Feb 12, 2008",ODI # 2677,ODI 
New Zealand,England,New Zealand,6 wickets,Wellington,"Feb 9, 2008",ODI # 2674,ODI 
England,New Zealand,New Zealand,6 wickets,Gros Islet,"Mar 16, 2007",ODI # 2536,ODI 
England,New Zealand,England,14 runs,Brisbane,"Feb 6, 2007",ODI # 2510,ODI 
England,New Zealand,New Zealand,58 runs,W.A.C.A,"Jan 30, 2007",ODI # 2490,ODI 
England,New Zealand,New Zealand,90 runs,Adelaide,"Jan 23, 2007",ODI # 2482,ODI 
England,New Zealand,England,3 wickets,Hobart,"Jan 16, 2007",ODI # 2475,ODI 
England,New Zealand,New Zealand,6 wickets,Bristol,"Jul 4, 2004",ODI # 2139,ODI 
England,New Zealand,New Zealand,7 wickets,Chester-le-Street,"Jun 29, 2004",ODI # 2136,ODI 
New Zealand,England,New Zealand,5 wickets,Dunedin,"Feb 26, 2002",ODI # 1813,ODI 
New Zealand,England,England,33 runs,Auckland,"Feb 23, 2002",ODI # 1812,ODI 
New Zealand,England,England,43 runs,Napier,"Feb 20, 2002",ODI # 1811,ODI 
New Zealand,England,New Zealand,155 runs,Wellington,"Feb 16, 2002",ODI # 1809,ODI 
New Zealand,England,New Zealand,4 wickets,Christchurch,"Feb 13, 2002",ODI # 1806,ODI 
New Zealand,England,New Zealand,28 runs,Wellington,"Mar 4, 1997",ODI # 1183,ODI 
New Zealand,England,New Zealand,9 runs,Auckland,"Mar 2, 1997",ODI # 1182,ODI 
New Zealand,England,tied,,Napier,"Feb 26, 1997",ODI # 1181,ODI 
New Zealand,England,England,6 wickets,Auckland,"Feb 23, 1997",ODI # 1180,ODI 
New Zealand,England,England,4 wickets,Christchurch,"Feb 20, 1997",ODI # 1179,ODI 
England,New Zealand,New Zealand,11 runs,Ahmedabad,"Feb 14, 1996",ODI # 1048,ODI 
England,New Zealand,England,42 runs,Birmingham,"May 19, 1994",ODI # 913,ODI 
New Zealand,England,New Zealand,7 wickets,Wellington,"Mar 15, 1992",ODI # 744,ODI 
New Zealand,England,England,71 runs,Christchurch,"Feb 15, 1992",ODI # 713,ODI 
New Zealand,England,England,3 wickets,Dunedin,"Feb 12, 1992",ODI # 712,ODI 
